"","X","Rank","Artist","Lyrics","Title","album_name","release_date","total_tracks","duration","track_number","album_single","chart","stanzas","year_chart","decade","m_l_dist","rep","rel","rel_prop"
"2140",190,"N/A","Clay Walker","Let's go to Louisiana boys
Way down in Louisiana where the moss and cypress grew
You'd find old Jack in a shotgun shack
In the back of the black bayou
Some folks called him crazy but I knew better than that
He kept a hundred dollar bill tucked away in the brim
Of his dirty old cowboy hat

Jack told me a story when I was ten years old
He said there was once a fool tried to swim this swamp
With his back weighted down with gold
He said you should've seen that alligator smile
He had a meal fit for a king
But he need up on my table son, money ain't everything

He said there's only one way into this world
And one way out it's true
You either eat the alligator
Or he's gonna eat you
There's people livin' in a high-rise
That'll never hear a robin sing
What good is first place when you're in a rat race
Money ain't everything

Little Maggie May lay dying, her heart was about to go
When her daddy found a sack on the porch out back
With a half a million dollars in gold
They still talk about the stranger who saved her life that spring
No name on the note but someone wrote, money ain't everything

He said there's only one way into this world
And one way out it's true
You either eat the alligator
Or he's gonna eat you
There's people livin' in a high-rise
That'll never hear a robin sing
What good is first place when you're in a rat race
Money ain't everything

No name on the note but I know who wrote, money ain't everything","Money Ain't Everything","If I Could Make A Living",1994,11,168,10,"Album",0,5,1995,1990,209,0.2,"1",36.734693877551
"2141",490,"N/A","Terri Clark","A farmer on a tractor
Plowing in the field
Doing all he can to increase the yield
But the more he raises
The more the price goes down

Over at the factory
Working on the line
You do a good job and never fall behind
So your quota goes up every time you turn around
It ain't nothing new, it's called Catch 22

Heads they win, tails you lose
It's all the same either way you choose
You're damned if you don't and even if you do
It's (still) a Catch 22

Tell a man you love him
He starts backing up
Tell him you don't and he's a lovesick pup
You try to get together
And watch it fall apart
Hey, I've been there too, what a Catch 22

Heads they win, tails you lose
It's all the same either way you choose
You're damned if you don't and even if you do
It's (still) a Catch 22
Oh, it's a Catch 22
No matter what you do, it's a Catch 22","Catch 22","Terri Clark",1995,12,234,3,"Album",0,4,1995,1990,113.833333333333,0.166666666666667,"1",45.945945945946
"2142",578,"N/A","Patty Loveless","Oh I'm sorry I forgot where I was
I try to think about Elvis
Memphis
Oprah in the afternoon
I try to think about palm trees
Fig leaves
The creature from the black lagoon
I try to think about high heels
And good deals
Anything to get me through
I just can't concentrate
You're all I think about these days

I try to contemplate the cosmos
What goes
Round and round the sky at night
I try to think about champagne
Freight trains
Slowly rolling out of sight
I try to focus on the headlines
Street crimes
Everytime I think I might
I just can't concentrate
You're all I think about these days

My mind wanders where it will
When it settles right on you
I forget what I should say
I forget what I should do

My mind wanders where it will
When it settles right on you
I forget what I should say
I forget what I should do

Come on Patty get it together

I try to think about Shakespeare
Leap year
The Beatles or the Rolling Stones
I try to think about hair-do's
Tattoos
Sushi bars and saxophones
I try to think about the talk shows
New clothes
But I guess I should have known
I just can't concentrate
You're all I think about these days
You're all I think about these days","I Try To Think About Elvis","When Fallen Angels Fly",1994,10,184,7,"Album",0,5,1995,1990,193.7,0.1,"3",66.6666666666667
"2143",183,"N/A","Clay Walker","I pour two cups of coffee
Put the paper on the table
So we can share the morning news
Your voice answers our phone when we're not home
Friends who call leave a message here for you
Every night I leave the light on, you're just working late
As far as I can see everything is still the same

And my heart will never know
So I don't fall apart
I fool myself for another day
That you're not really gone
After all this time it's still too hard to let you go
As long as I don't say goodbye
My heart will never know

It's been a long cold December, the snow outside keeps fallin'
I'll light a fire when you get home
It reminds me of the first night we make love
Like it would last forever, and nothing could go wrong
You're a part of me, a part of everything I do
So I keep holding on, hiding from the truth

And my heart will never know
So I don't fall apart
I fool myself for another day
That you're not really gone
After all this time it's still too hard to let you go
As long as I don't say goodbye
My heart will never know

After all this time it's still too hard to let you go
As long as I don't say goodbye
My heart will never know","My Heart Will Never Know","If I Could Make A Living",1994,11,181,3,"Album",0,4,1995,1990,199.5,0.166666666666667,"3",53.0612244897959
"2144",161,"N/A","Shania Twain","My first lesson in losing love was you
Learning to live with your memory was lesson number two
And I can't lie, baby
I still cry sometimes
But I've come a long way
Towards gettin' you out of my mind

I'm still under the weather
But I'm over the storm
I still miss the shelter
Of your loving arms
But what I thought would kill me 
Has just made me strong
I'm still under the weather
But I'm over the storm

Sometimes your memory still gets the best of me
But that lonely ache in my heart
Ain't as bad as it used to be
And sometimes the way that I'm feelin'
Inside doesn't show
But I know
I'll get over you, I've just got a long way to go

I'm still under the weather
But I'm over the storm
I still miss the shelter
Of your loving arms
But what I thought would kill me
Has just made me strong
I'm still under the weather
But I'm over the storm

I'm still under the weather 
But I'm over the storm","Still Under The Weather","Any Man Of Mine",1995,4,164,4,"Single",0,4,1995,1990,167.5,0.166666666666667,"3",72.5
"2145",167,"N/A","Ty Herndon","(Vince gill/don schlitz)

You get a lot of pretty days and some where the sun don't shine
You make a lot of friends along the way, you leave a few behind

You just get one
You just get one
You just get one true love
You just get one
You just get one true love
You just get one

You get a lot of songs that make you smile
And some that make you cry
You could travel for a million miles


And never find a reason why

You just get one
You just get one
You just get one true love
You just get one
You just get one true love
You just get one

You just get one
You just get one
You just get one true love
You just get one
You just get one true love
You just get one","You Just Get One","What Mattered Most",1995,10,204,7,"Album",0,7,1995,1990,86.6190476190476,0.19047619047619,"2",92.5925925925926
"2146",195,"N/A","Wade Hayes","(Don Cook)

Don't make me come to Tulsa
You know I hate the flight
I ain't been back to Oklahoma baby
Since you said goodbye
I heard a rumor you missed me
I hope to God it's a lie
You know how much I love you
Don't make me come to Tulsa

You had me eatin' right out of your hand
I was your genuine cowboy man
You threw me over for another guy
I ran Dallas on a one way flight
Now I'm accustomed to the shape I'm in
Don't take me down again 

Don't make me come to Tulsa
You know I hate the flight
I ain't been back to Oklahoma baby
Since you said goodbye
I heard a rumor you missed me
I hope to God it's a lie
You know how much I love you
Don't make me come to Tulsa

I'd love to hold you in my arms tonight
I'd like to think that you'd treat me right
If I believed you'd really wanted me
I'd crawl to Tulsa on my achin' knees
But you'd just hurt me like you did before
Can't take them blues no more

Don't make me come to Tulsa
You know I hate the flight
I ain't been back to Oklahoma baby
Since you said goodbye
I heard a rumor you missed me
I hope to God it's a lie
You know how much I love you
Don't make me come to Tulsa

You know how much I love you
Don't make me come to Tulsa","Don't Make Me Come To Tulsa","Old Enough To Know Better",1994,10,212,1,"Album",0,6,1995,1990,161.133333333333,0.133333333333333,"3",56
"2147",559,"N/A","Little Texas","(Porter Howell/Chuck Jones)
(Track 12 - Time 3:45)

She cut her teeth on the Rollin' Stones
It's Only Rock 'n' Roll was her favorite song
But these days she's had a little change of heart
Now she's into fiddle and slide guitar

She used to be a rock 'n' roll baby
But now she's country crazy
It happened to her overnight
She woke up and saw the neon light
No one could have seen it comin'
She turned into a honky-tonk woman
She used to be a rock 'n' roll baby
But now she's country crazy

All her old records are covered in dust
She's got her favorite country station on from dawn till dusk
Now head-banging slam-dancing ain't her thing
She says it ain't got nothin' if it ain't got twang

She used to be a rock 'n' roll baby
But now she's country crazy
It happened to her overnight
She woke up and saw the neon light
No one could have seen it comin'
She turned into a honky-tonk woman
She used to be a rock 'n' roll baby
But now she's country crazy

She used to be a rock 'n' roll baby
But now she's country crazy
It happened to her overnight
She woke up and saw the neon light
No one could have seen it comin'
She turned into a honky-tonk woman
She used to be a rock 'n' roll baby
But now she's country crazy
She used to be a rock 'n' roll baby
But now she's country crazy","Country Crazy","Life Goes On",1995,2,160,2,"Single",0,5,1995,1990,189.7,0.1,"1",100
"2148",157,"N/A","John Michael Montgomery","I got my first guitar when I was just a boy
I was playing the blues instead of playing with toys
Listening to the Opry and dreaming of the neon lights
So it was late to bed and early to rise
I worked the field all day and the crowd all night
My finger on the trigger and Nashville in my sights
I'm the real thing and I sing songs about real life

And I never heard a fiddle called a violin
Never really worried if I fit in
Country ain't what I sing it's what I am
This hat ain't something I wear for style
These boots have been around a while
Country ain't what I sing it's what I am

I learned to drive on a dirt road
Cruised the strip on rock and roll
And drove around on ""Miles and Miles of Texas""
And as I grew Daddy showed me now

To earn a living by the sweat of my brow
But he never made me follow in his steps
He said work hard and let the good Lord do the rest

And I never heard a fiddle called a violin
Never really worried if I fit in
Country ain't what I sing it's what I am
This truck ain't something I drive for style
These boots have been around a while
Country ain't what I sing it's what I am

And I never heard a fiddle called a violin
Never really worried if I fit in
Country ain't what I sing it's what I am
This hat ain't something I wear for style
These boots have been around a while
Country ain't what I sing it's what I am","It's What I Am","John Michael Montgomery",1995,10,217,10,"Album",0,5,1995,1990,181.3,0.1,"3",58.3333333333333
"2149",118,"N/A","Tim McGraw","I popped the clutch on that old red Ford 
Her daddy would holler and run to the door 
Dust would fly as we flew down that old gravel driveway 
And lookin' back I can't believe he let her run with a boy like me 
He said ""You better get her back by ten or there'll be hell to pay"" 
I can still feel her lips on mine 
It's all so real but lost in time 

Ain't that just like a dream 
Runnin' wild and runnin' free 
We were rebels chasin' time against the wind 
Sometimes I long for just one night 
Of the way I felt back then 
But ain't that just like a dream 
It always ends 

Saturday nights we could all be found 
Radios up and our windows rolled down 
Hearts on fire and holdin' hands sights set on forever 
We never thought those days would end we'd never be the same again 
Summer would be the last time we would ever be together 
I never knew I'd wake up some day 
In a brand new world so far away 

Ain't that just like a dream 
Runnin' wild and runnin' free 
We were rebels chasin' time against the wind 
Sometimes I long for just one night 
Of the way I felt back then 
But ain't that just like a dream 
It always ends 
Sometimes I long for just one night 
Of the way I felt back then 
But ain't that just like a dream 
It always ends 
Ain't that just like a dream 
It always ends","Ain't That Just Like A Dream","Not A Moment Too Soon",1994,10,177,10,"Album",0,3,1995,1990,231.666666666667,0.333333333333333,"3",58.8235294117647
"2150",164,"N/A","Ty Herndon","(Jim croce)

Uptown got its hustlers, the bow'ry got its bums
Forty second street got big jim walker
He's a pool shootin' son of a gun
Yeah he's big and dumb as a man can come
But he's stronger than a country hoss
And when the bad folks all get together at night
You know they all call big jim ""boss""
Just because, and they say

You don't tug on superman's cape
You don't spit into the wind
You don't pull the mask off the old lone ranger
And you don't mess around with jim

Well out of south alabama came a country boy
He said ""I'm looking for a man named jim
I'm a pool shhotin' boy, my name is willie mccoy
But down home they call me slim
Yeah I'm lookin' for the king of forty second street
He's drivin' a drop top cadillac
Last week he took all my money and it may sound funny
But I've come to get my money back""
And everybody say ""jack

You don't tug on superman's cape


You don't spit into the wind
You don't pull the mask off the old lone ranger
And you don't mess around with jim""

Well a hush fell over the room
Jimmy came boppin' in off the street
And when the cuttin' was done the only part that wasn't bloody
Was the soles of the big man's feet
Yeah, he were cut in 'bout a hundred places
And he were shot in a couple more
And you better believe they sung a diff'rent kind of story
When big jim hit the floor. oh now they say

You don't tug on superman's cape
You don't spit into the wind
You don't pull the mask off the old lone ranger
And you don't mess around with jim

You don't tug on superman's cape
You don't spit into the wind
You don't pull the mask off the old lone ranger and you don't mess
Around with slim""

Yeah, big jim got his hat, find out where it's at
And not hustling people strange to you
Even if you do got a two-piece custom made pool cue","You Don't Mess Around With Jim","What Mattered Most",1995,10,210,4,"Album",0,10,1995,1990,197.6,0.155555555555556,"2",40.8163265306122
"2151",159,"N/A","Tim McGraw","With a trembling pen in hand I try the best I can
To write all the reasons I can't stay
And I hope she'll understand I can't leave her like a man
'Cause a man would never leave her this way

A note of things I should've said
Lays beside her sleeping head
As I turn and make my way off in the night
By the time the morning's breaking
My heart will still be aching
Every time I think of what I've left behind 

'Cause I don't want to see me leaving in her eyes
And I can't stand to watch her watch me make her cry
And I don't know a right way I can do her wrong
So I don't want to be here in the morning
When she wakes up and finds me gone 

It hurts to know how much she'll hurt
I've told myself things could be worse
And I've convinced myself she's better off this way
By the time she finds I'm gone
I'll be a long, long way from home
When she reads a note of things I couldn't say 

'Cause I don't want to see me leaving in her eyes
And I can't stand to watch her watch me make her cry
And I don't know a right way I can do her wrong
So I don't want to be here in the morning
When she wakes up and finds me gone 

Lord I don't want to be here in the morning
When she wakes up and finds me gone","When She Wakes Up (And Finds Me Gone)","All I Want",1995,12,180,11,"Album",0,5,1996,1990,168.2,0.2,"3",63.1578947368421
"2152",369,"N/A","Tracy Byrd","Well, my car broke down outside of town
Up ahead I saw a farm
Some white-faced heifers chewin' on that cud
Thought cows can't do no harm.

Lackin' better sense I jumped the fence
And went crashin' through the corn
From the corner of my eye I wondered why
One of them cows had horns.

Well, he seemed to be approachin' me
At quite a rapid pace
Does he want me to pet him
Or does he just want to race?

Next thing I knew the sky's so blue
And I'm up above the trees
And I'm face down layin' on the ground
Starin' up at somebody's knees.

And I said with calves like that you gotta be a cowgirl
They don't make calves like that in town
She had a big ol' hat and big blue eyes and blond curls
With calves like that you gotta be a cowgirl.

Now I'm her man and she's my girl
And we're livin' on the farm
We spend all day making hay
Out behind the barn.

Well, our little boy wants to grow up
And be exactly just like me
But our little girl says
Hey you all, I wonder what I'll be?

And I said with calves like that gotta be a cowgirl
They don't make calves like that in town
She had a big ol' hat and big blue eyes and blond curls
With calves like that you gotta be a cowgirl.

Yeah, with calves like that gotta be a cowgirl
They don't make calves like that in town
She had a big ol' hat and big blue eyes and blond curls
With calves like that you gotta be a cowgirl...","Cowgirl","Big Love",1996,10,219,2,"Album",0,8,1996,1990,115.392857142857,0.0357142857142857,"3",45.6521739130435
"2153",358,"N/A","Sawyer Brown","She loves playin' hard to get, so I just play along
She likes to think she's real tough
But I know she ain't that strong
I can see it in her eyes
In her heart I know she cares
Oh she ain't mine yet, but she's gettin' there

She's gettin' there, one kiss at a time
Her heart beware, she's showing all the signs
She don't know she loves me but
I can feel it in the air
Oh she ain't mine yet, but she's gettin' there

She slips up every now and then, talks about settling down
And when she catches herself, she'll try to do a turnaround
She'll claim she needs her space
Then want to get together somewhere
Oh she ain't mine yet, but she's gettin' there

She's gettin' there
She's gettin' there
She's gettin' there
She's gettin' there
She's gettin' there","She's Gettin' There","Treat Her Right",1996,2,218,2,"Single",0,3,1996,1990,126.666666666667,0,"1",78.0487804878049
"2154",363,"N/A","Lee Roy Parnell","Every time I roll the dice I never seem to win
And I'm always at the airport when my ship is coming in
And all I learned from the Queen of Hearts is how it
Feels to cry, cry, cry
Until your touch started lightin', me up just like the
Fourth of July

Better knock on wood
It never felt so good
I can't believe you're mine
Guess we all get lucky sometimes

Since I found you baby
I keep coming up aces every time
Every card I play seems to fall in line
Guess it goes to show
Hey we all get lucky sometimes

Every gambler knows to win you've got stay in the game
And to give in to a losing streak you only have yourself
To blame
I was so far down on love I wouldn't even try, try, try
So what did I do to win a girl like you, guess we all get
Lucky sometimes","We All Get Lucky Sometimes","We All Get Lucky Sometimes",1995,11,208,6,"Album",0,3,1996,1990,183.333333333333,0.333333333333333,"3",57.1428571428571
"2155",605,"N/A","Mindy McCready","Bobby got down on his knees
Said Becky would you marry me
He slipped that ring upon her hand
She ran home to show her mom
Said looky here what I've got on
And that diamond sparkled on the band
She looked her daughter in the eye
Said girl you are so young
I just pray that in your heart
You know that he's the one cause

Without love
It don't mean a thing
It's just a rock on a golden ring
You could take it down to an old pawn shop
Or toss it in the sea
Cause without love
It don't mean a thing

Five years down a rocky road
Bobby had some doubts you know
He said I'm not sure I feel the same
She packed up her old suitcase
The note said Bobby here's your space
I can't stay if your heart's really changed
He found her ring beside the pen
Tears filled up his eyes
It read P.S. don't you realize that

He found her at her mama's house
Said girl you've gotta change your mind
You were talkin' about your ring
But I'm talkin' about my life

Cause without love
It don't mean a thing
You're my rock here's your golden ring
I'm beggin you to take it back baby now I see
That without love
It don't mean a thing
No without love
It don't mean a thing","Without Love","Ten Thousand Angels",1996,10,184,8,"Album",0,4,1996,1990,201.5,0.166666666666667,"1",46.551724137931
"2156",371,"N/A","Tracy Byrd","Well, I said friend
Don't take her she's all I've got
Please don't take her love away from me
I'm beggin' you friend
Don't take her she's all I've got
She's everything in life I'll ever need.

She is life when I want to live
She's everything to me in life that life can give
She's my water when I need a drink
She's the first thought in my mind
Each time I try to think.

Let me tell you now friend
Don't take her she's all I've got
Please don't take her love away from me
I'm beggin' you friend
Don't take her she's all I've got
She's everything in life I'll ever need.

She's my fingers when I want to feel
She's the only thing in life to me that's really real
She is love she's all the love I know
She could kiss the ground in wintertime
And make a flower grow.

Let me tell you now friend
Don't take her she's all I've got
Please don't take her love away from me
I'm beggin' you friend
Don't take her she's all I've got
She's everything in life I'll ever need.

Let me tell you now friend
Don't take her she's all I've got
Well, I said friend
Don't take her she's all I've got
I'm beggin' you friend
Don't take her she's all I've got...","Don't Take Her She's All I Got","Big Love",1996,10,179,4,"Album",0,5,1996,1990,112.5,0.1,"3",43.0379746835443
"2157",124,"N/A","Tim McGraw","Well, I was Southern born
And raised on the good book
My old boots are worn
From the hard roads I took

And I'm proud to be my daddy's son
And momma taught me how to work
And not to quit until the job's done

Well, I may not be high society
But I got all I need

And that's just me
The only way I know to be
That's just me
What you get is what you see

Well, they tell me I'm old-fashioned
And that I'm part of a dying breed
I'd say, I'm living in real good company
But that's just me

Well, I got me a wife
And we're bringing up a young one
Well, she's a backwoods woman a
Ad my boy he's a top gun

And we live out in the country
Where we're free to roam
And when a hard day is over
How I love just going home

Well, it's the life I live and the air I breathe
The way I believe

And that's just me
The only way I know to be
That's just me
What you get is what you see

Well, they tell me I'm old-fashioned
And that I'm part of a dying breed
I'd say, I'm living in real good company
But that's just me

Yeah, they tell me I'm old-fashioned
And that I'm part of a dying breed
I'd say, I'm living in real good company
But that's just me

And that's just me","That's Just Me (Album Version)","Can't Be Really Gone",1995,2,200,2,"Single",0,11,1996,1990,80.6363636363636,0.0909090909090909,"3",66.6666666666667
"2158",204,"N/A","Ty Herndon","You say you love me a little
You say you want to stay friends
You say you don't want no strings attached
No one on you to depend
You see love as a prison, I see love as a key
You think a little is more than enough
It's not that way for me

I need to be loved too much
I need to be held too tight
I need to hearsomeone say at the end of the day
I'll make everything right
When the rest of the world goes home
I need to feel someone's touch
I've been alone too long, now I need to be loved too much

Too much sun will burn you
Too much rain you'll drown too
Much cold will freeze you
Too much wind will blow you down
But love is something different that disregards the rules
You call me a dreamer, but sometimes dreams come true

I need to be loved too much
I need to be held too tight
I need to hear someone say at the end of the day
I'll make everything right
When the rest of the world goes home
I need to feel someone's touch
I've been alone too long
Now I need to be loved too much","Loved Too Much","Living In A Moment",1996,10,252,6,"Album",0,3,1996,1990,126.666666666667,0.333333333333333,"3",45
"2159",376,"N/A","Tracy Byrd","He's driving me out of your mind
You're goin' crazy over him I see the signs
He won't leave you alone he's with you all the time
Driving me out of your mind

Can't he see that you still haven't gotten over me
And you're just not in the mood for company
Is he really fool enough to think he has a chance
Buyin' one red rose and asking you to dance

He's driving me out of your mind
You're goin' crazy over him I see the signs
He won't leave you alone he's with you all the time
Driving me out of your mind

A broken heart like yours can't possibly mend overnight
So why's he out there holding you so tight
Thought I'd have all the time I need to make up for my wrongs
Someone tell me what the hell is going on

He's driving me out of your mind
You're goin' crazy over him I see the signs
He won't leave you alone he's with you all the time
Driving me out of your mind
He won't leave you alone he's with you all the time
Driving me out of your mind
Driving me out of your mind","Driving Me Out Of Your Mind","Big Love",1996,10,166,9,"Album",0,4,1996,1990,112.833333333333,0.166666666666667,"2",38.3333333333333
"2160",302,"N/A","Wade Hayes","(Chris Waters/Tom Shapiro)

When I pull in the drive where your car used to be
It doesn't hurt me like it used to
I can walk through the door, and not wonder anymore
Where you are, like I used to
I can go down the hall, see the pictures on the wall
And not miss you
But I just can't bring myself to go into...

The room
Where I spent every night with you
And the light of the moon
Came through the window
And I held you
We were so close
And it's just too soon
For me to go into the room

I'd remember too much if I opened that door
And I'm not sure if I could face it
The bed's emptiness would remind me you're with
Someone else, and I couldn't take it
So, I sleep on the couch in our living room now
Since our love died
'Cause I'm still not ready yet to go inside...

The room
Where I spent every night with you
And the light of the moon
Came through the window
And I held you
We were so close
And it's just too soon
For me to go into the room

Where the light of the moon
Came through the window
And I held you
We were so close
And it's just too soon
For me to go into the room","The Room","On A Good Night",1996,10,176,3,"Album",0,5,1996,1990,184.1,0.1,"3",62.2222222222222
"2161",400,"N/A","LeAnn Rimes","(Deborah Allen) 

My baby gives me satisfaction 
My baby gives me all his love 
Let's me know I'm his main attraction 
No one else is gonna feel his touch 
I love the way he drives me crazy 
From now on I'm gonna love my baby 

My baby is a full-time lover 
My baby is a full-grown man 
Makes me feel like a natural woman, 
I know he's the only one who can 

Rock my world and I don't mean maybe 
From now on I'm gonna love my baby 

No one can take me away from my baby 
I'm holding on to Heaven in his arms 

No one can take me away from my baby 
I'm holding on to Heaven in his arms 

My baby is a rolling thunder 
My baby is a south bound train 
His love is like a long, hot summer 
Calms me down like a cool, cool rain 
His sweet wonderful ways amaze me 
It's no wonder why I love my baby 
I love my baby 
I love my baby","My Baby","Blue",1996,11,222,4,"Album",0,6,1996,1990,137.8,0.2,"3",77.7777777777778
"2162",309,"N/A","Wade Hayes","(Wade Hayes/Chick Rains)

I was born in Oklahoma in 1969
My daddy played the honky tonks
Out on the county line
One night he took me with him
Through those swingin' doors
And I heard that country music
Saw that crowded dance floor
Dad made fifty dollars
And I stayed up 'til three
And I thought
This is the life for me

By the time I turned fourteen
I was pickin' lead guitar
Everyday I went to school
And at night I played the bars
Two or three years later
I noticed something strange
All the looks that I was gettin'
From the girls began to change
I knew right then and there
What I was gonna be
This is the life for me

This is the life
The only one I want to know
Everyday another town
And every night another show
Ever since I was a boy
I've had this crazy dream
Now I know it was meant to be
This is the life
This is the life for me

Well I tried to go to college 
Just to see if I was wrong
But that ain't the kind of knowledge
That helps you write a country song
I got my education on the wild side of life
Through a cloud of smoke so thick
That you could cut it with a knife
There was no doubt about it
As far as I could see
This is the life for me

This is the life
The only one I want to know
Everyday another town
And every night another show
Ever since I was a boy
I've had this crazy dream
Now I know it was meant to be
This is the life
This is the life for me

Yeah this is the life
This is the life for me.","This Is The Life For Me","On A Good Night",1996,10,200,10,"Album",0,6,1996,1990,220.066666666667,0.0666666666666667,"3",55
"2163",216,"N/A","Martina McBride","(Pat Bunch/Harry Stinson)

Well, I was born full speed ahead
I was racin' time my mama said
I really covered some ground 'til you slowed me down
And took my life where angels fear to tread

Everywhere I go your hands are on the wheel
When everybody thinks they're mine
It takes a real man to take a backseat to a woman
But honey you've been drivin' all the time

Your love's so unconditional
You never push and you never pull
And your love is so blind
You walk a step behind
You start me every day and let me roll

Everywhere I go your hands are on the wheel
When everybody thinks they're mine
It takes a real man to take a backseat to a woman
But honey you've been drivin' all the time

And with each new day that passes by
And every dream I dare to try
You lift me gently up
So tenderly with love
And give me even stronger wings to fly","You've Been Driving All The Time","Wild Angels",1995,11,188,9,"Album",0,5,1996,1990,132.2,0.2,"3",38.2352941176471
"2164",622,"N/A","Pam Tillis","She follows the path of least resistance
She doesn't care to see the mountain top.
She twists and turns with no regard to distance.
She never comes to a stop.

As she rolls, she's a river.
Where she goes, time will tell.
Heaven knows, he can't go with her.
And she rolls, all by herself.
And she rolls, all by herself.

He's headed for a single destination.
He doesn't care what's standing in his path.
He's a line between two points of separation.
He ends just where it says to on the map.

As he rolls, he's a highway.
Where he goes, time will tell.
Heaven knows, she can't go with him.
And he rolls, all by himself.
And he rolls, all by himself.

But every now and then,
He offers her a shoulder.
Every now and then
She overflows.
Every now and then
A bridge crosses over.
It's a moment, every lover knows.

As she rolls (and he rolls)
She's a river (he's a highway)
Where she goes (where he goes)
Time will tell.
Heaven knows,
She can't go with him (he can't go with her)
And she rolls
All by herself
And he rolls
All by himself.

Fare the well...","The River And The Highway","All Of This Love",1995,10,203,5,"Album",0,6,1996,1990,124.533333333333,0.0666666666666667,"1",97.8723404255319
"2165",217,"N/A","Martina McBride","(Pat Bunch/Pam Rose/Mary Ann Kennedy)

I don't know what brought us here
Something in the stars said you and me
I don't know where this feeling comes from
Surely it was meant to be
For I have known you even in my dreams
My eyes are open, my heart can see

As sure as stars light the midnight sky
As sure as children wonder why
As sure as newborn babies cry
I was born to give my love to you
Born to give my love to you

Heaven must be holding on
To all the love I'm feeling now
Here we are this is the moment
I believe it's our turn somehow
Hearts together, hands across the night
One forever, finally in sight

As sure as stars light the midnight sky
As sure as children wonder why
As sure as newborn babies cry
I was born to give my love to you
Born to give my love to you

I was born to give my love to you
(I was born to give my love to you)
I was born to give my love to you
I was born to give my love to you","Born To Give My Love To You","Wild Angels",1995,11,281,10,"Album",0,5,1996,1990,144.2,0.1,"3",65
"2166",566,"N/A","Vince Gill","If we have to wait forever that's all right
If you say let's run away we'll leave tonight
I'll do anything you ever ask me to
Girl the reason my heart's beating is for you
And you alone

There's a price you pay for every choice you make
We'll have our day no matter what it takes
I'll be there for you whatever we go through
Girl the reason life's worth living is for you
And you alone

Oh you and you alone are with me from now on
Even if I never see your face again
The love that you have shown is unlike anything I've known
We both know its just a matter of when

I wish that we could just turn back the hands of time
To find a way to have your world fit into mine
I'll keep dreaming that some day it all comes true
Girl the reason my heart's breaking is for you
And you alone","You And You Alone","High Lonesome Sound",1996,11,203,8,"Album",0,3,1996,1990,113.666666666667,0,"3",40.9090909090909
"2167",215,"N/A","Martina McBride","(Matraca Berg/Tim Krekel)

I'm rollin' out of Bakersfield
My own private hell on wheels
But this time I'm gone for good
And I've never gone this far before
Beyond the slammin' of the back screen door
But you never loved me like you should

And there ain't no tellin' what I'll find
But I might as well move down the line
There's no comfort here in your zip code
I'd rather break down on the highway
With no one to share my load
And cry on the shoulder of the road

It makes me feel a little low
Steel guitar on the radio
And it's kinda scary the way those truckers fly
So this is how leaving feels
Drinking coffee and making deals with the One above
To get me through the night

(Repeat Chorus Twice)","Cry On The Shoulder Of The Road","Wild Angels",1995,11,195,8,"Album",0,4,1996,1990,166,0.166666666666667,"3",52.3809523809524
"2168",209,"N/A","Martina McBride","My heart's not ready for the rockin' chair
I need somebody who really cares
So tired of livin' solitaire
Someday I'm gonna be
Safe in the arms of love

Strip your heart and it starts to snow
Love is a high-wire act I know
Someday I'll find a net below
Someday I'm gonna be
Safe in the arms of love
Safe in the arms of love

I want arms that know how to rock me
Safe in the arms of love
I wanna fall and know that love has caught me
Safe in the arms of love
Safe in the arms of love

I want a heart to be forever mine
Want eyes to see me satisfied
Gonna hang my heartaches out to dry
Someday I'm gonna be
Safe in the arms of love
Safe in the arms of love

I want arms that know how to rock me
Safe in the arms of love
I wanna fall and know that love has caught me
Safe in the arms of love
Safe in the arms of love
Safe in the arms of love","Safe In The Arms Of Love","Wild Angels",1995,11,224,2,"Album",0,4,1996,1990,87.6666666666667,0.166666666666667,"3",69.2307692307692
"2169",178,"N/A","George Strait","I gave her that diamond she dreamed of,
And I bought her a home with a view.
I took her to the end of the rainbow,
But all I left her was blue.

Seems I never had time to love her,
And now it seems time just stands still.
I thought I was king of the mountain,
But I was only a fool on the hill.

Now I'm here alone, after leavin' her lonely
Lord, I'm livin' with the memory I know I can't kill.
I thought I was king of the mountain,
But I was only a fool on the hill.

Now I'm here alone, after leavin' her lonely
Lord, I'm livin' with the memory I know I can't kill.
I thought I was king of the mountain,
But I was only a fool on the hill.

Yeah, I thought I was king of the mountain,
But I was only a fool on the hill...","King Of The Mountain","Blue Clear Sky",1996,10,254,7,"Album",0,4,1996,1990,92.1666666666667,0.166666666666667,"3",73.5294117647059
